timestamp,location_id,vehicle_count,avg_speed_kmh
2024-01-22 00:00:00,LOC_01,74,71
2024-01-22 01:00:00,LOC_01,94,71
2024-01-22 02:00:00,LOC_01,105,65
2024-01-22 03:00:00,LOC_01,110,63
2024-01-22 04:00:00,LOC_01,78,27
2024-01-22 05:00:00,LOC_01,24,66
2024-01-22 06:00:00,LOC_01,187,47
2024-01-22 07:00:00,LOC_01,423,18
2024-01-22 08:00:00,LOC_01,424,30
2024-01-22 09:00:00,LOC_01,451,28
2024-01-22 10:00:00,LOC_01,191,57
2024-01-22 11:00:00,LOC_01,164,59
2024-01-22 12:00:00,LOC_01,316,34
2024-01-22 13:00:00,LOC_01,538,21
2024-01-22 14:00:00,LOC_01,200,52
2024-01-22 15:00:00,LOC_01,188,47
2024-01-22 16:00:00,LOC_01,209,59
2024-01-22 17:00:00,LOC_01,474,23
2024-01-22 18:00:00,LOC_01,549,25
2024-01-22 19:00:00,LOC_01,536,25
2024-01-22 20:00:00,LOC_01,196,48
2024-01-22 21:00:00,LOC_01,185,47
2024-01-22 22:00:00,LOC_01,151,59
2024-01-22 23:00:00,LOC_01,186,33
2024-01-23 00:00:00,LOC_01,40,68
2024-01-23 01:00:00,LOC_01,96,72
2024-01-23 02:00:00,LOC_01,70,66
2024-01-23 03:00:00,LOC_01,84,66
2024-01-23 04:00:00,LOC_01,104,63
2024-01-23 05:00:00,LOC_01,111,70
2024-01-23 06:00:00,LOC_01,190,58
2024-01-23 07:00:00,LOC_01,467,26
2024-01-23 08:00:00,LOC_01,490,18
2024-01-23 09:00:00,LOC_01,490,28
2024-01-23 10:00:00,LOC_01,157,48
2024-01-23 11:00:00,LOC_01,154,55
2024-01-23 12:00:00,LOC_01,295,43
2024-01-23 13:00:00,LOC_01,326,43
2024-01-23 14:00:00,LOC_01,197,52
2024-01-23 15:00:00,LOC_01,237,50
2024-01-23 16:00:00,LOC_01,235,56
2024-01-23 17:00:00,LOC_01,512,27
2024-01-23 18:00:00,LOC_01,470,23
2024-01-23 19:00:00,LOC_01,688,8
2024-01-23 20:00:00,LOC_01,274,34
2024-01-23 21:00:00,LOC_01,302,31
2024-01-23 22:00:00,LOC_01,201,58
2024-01-23 23:00:00,LOC_01,172,52
2024-01-24 00:00:00,LOC_01,65,71
2024-01-24 01:00:00,LOC_01,54,65
2024-01-24 02:00:00,LOC_01,108,70
2024-01-24 03:00:00,LOC_01,67,72
2024-01-24 04:00:00,LOC_01,28,70
2024-01-24 05:00:00,LOC_01,66,62
2024-01-24 06:00:00,LOC_01,224,55
2024-01-24 07:00:00,LOC_01,491,24
2024-01-24 08:00:00,LOC_01,403,26
2024-01-24 09:00:00,LOC_01,479,26
2024-01-24 10:00:00,LOC_01,219,53
2024-01-24 11:00:00,LOC_01,211,50
2024-01-24 12:00:00,LOC_01,298,39
2024-01-24 13:00:00,LOC_01,286,39
2024-01-24 14:00:00,LOC_01,211,46
2024-01-24 15:00:00,LOC_01,161,59
2024-01-24 16:00:00,LOC_01,152,46
2024-01-24 17:00:00,LOC_01,521,14
2024-01-24 18:00:00,LOC_01,467,15
2024-01-24 19:00:00,LOC_01,552,18
2024-01-24 20:00:00,LOC_01,150,48
2024-01-24 21:00:00,LOC_01,202,57
2024-01-24 22:00:00,LOC_01,219,52
2024-01-24 23:00:00,LOC_01,224,53
2024-01-25 00:00:00,LOC_01,60,66
2024-01-25 01:00:00,LOC_01,92,64
2024-01-25 02:00:00,LOC_01,38,59
2024-01-25 03:00:00,LOC_01,81,64
2024-01-25 04:00:00,LOC_01,25,62
2024-01-25 05:00:00,LOC_01,58,61
2024-01-25 06:00:00,LOC_01,168,49
2024-01-25 07:00:00,LOC_01,454,26
2024-01-25 08:00:00,LOC_01,441,19
2024-01-25 09:00:00,LOC_01,413,29
2024-01-25 10:00:00,LOC_01,199,52
2024-01-25 11:00:00,LOC_01,191,48
2024-01-25 12:00:00,LOC_01,270,41
2024-01-25 13:00:00,LOC_01,314,32
2024-01-25 14:00:00,LOC_01,197,59
2024-01-25 15:00:00,LOC_01,186,56
2024-01-25 16:00:00,LOC_01,168,48
2024-01-25 17:00:00,LOC_01,519,21
2024-01-25 18:00:00,LOC_01,540,14
2024-01-25 19:00:00,LOC_01,503,21
2024-01-25 20:00:00,LOC_01,238,48
2024-01-25 21:00:00,LOC_01,167,59
2024-01-25 22:00:00,LOC_01,203,48
2024-01-25 23:00:00,LOC_01,190,49
2024-01-26 00:00:00,LOC_01,55,72
2024-01-26 01:00:00,LOC_01,42,66
2024-01-26 02:00:00,LOC_01,29,61
2024-01-26 03:00:00,LOC_01,55,70
2024-01-26 04:00:00,LOC_01,108,65
